time,x_true,y_true,yaw_true,nkf_x,nkf_y,nkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,nkf_xy_error,nkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
1.194,0.637607,-1.39439,1.0061,0.668184,-1.34198,0.869894,0.668859,-1.34085,0.869894,0.668189,-1.34197,0.869894,0.0606754,0.136206,0.0619924,0.136206,0.060686,0.136206
1.207,0.63803,-1.39377,1.0018,0.668562,-1.34153,0.867108,0.669247,-1.34039,0.867108,0.668567,-1.34152,0.867108,0.0605061,0.134692,0.0618387,0.134692,0.0605168,0.134692
1.224,0.640069,-1.39027,0.9766,0.672152,-1.33733,0.84084,0.672934,-1.33607,0.84084,0.672158,-1.33732,0.84084,0.0619059,0.13576,0.0633857,0.13576,0.0619173,0.13576
1.285,0.642196,-1.3882,0.9526,0.67417,-1.33508,0.83885,0.675012,-1.33376,0.83885,0.674176,-1.33507,0.83885,0.0620001,0.11375,0.0635682,0.11375,0.062012,0.11375
1.346,0.642971,-1.38609,0.9287,0.676514,-1.33247,0.83885,0.67743,-1.33107,0.83885,0.676521,-1.33246,0.83885,0.0632476,0.08985,0.0649242,0.08985,0.0632601,0.08985
1.396,0.646194,-1.38246,0.9072,0.678596,-1.33015,0.83885,0.679579,-1.32867,0.83885,0.678603,-1.33014,0.83885,0.0615278,0.06835,0.0633036,0.06835,0.0615409,0.06835
1.447,0.646343,-1.38198,0.9024,0.680069,-1.32851,0.83885,0.681101,-1.32698,0.83885,0.680077,-1.3285,0.83885,0.0632148,0.06355,0.0650636,0.06355,0.0632283,0.06355
1.477,0.646651,-1.38067,0.8852,0.681022,-1.32745,0.83885,0.682087,-1.32588,0.83885,0.68103,-1.32744,0.83885,0.0633546,0.04635,0.0652515,0.04635,0.0633683,0.04635
1.498,0.648112,-1.37954,0.8707,0.68336,-1.32485,0.83885,0.684505,-1.32319,0.83885,0.683368,-1.32484,0.83885,0.0650665,0.03185,0.0670815,0.03185,0.0650808,0.03185
1.585,0.649281,-1.37735,0.8563,0.684188,-1.3224,0.856829,0.685688,-1.32134,0.845157,0.684306,-1.3226,0.856393,0.0650999,0.000529367,0.0668084,0.0111427,0.0649954,9.33727e-05
1.599,0.649476,-1.37704,0.8549,0.685767,-1.32058,0.856829,0.687289,-1.31953,0.845157,0.685885,-1.32078,0.856393,0.067116,0.00192937,0.0688247,0.00974274,0.0670125,0.00149337
1.624,0.649697,-1.37679,0.854,0.685855,-1.32048,0.856829,0.687378,-1.31943,0.845157,0.685973,-1.32068,0.856393,0.0669228,0.00282937,0.0686311,0.00884274,0.0668193,0.00239337
1.639,0.65093,-1.37597,0.8527,0.686819,-1.31937,0.856829,0.688356,-1.31833,0.845157,0.686938,-1.31957,0.856393,0.0670206,0.00412937,0.0687238,0.00754274,0.0669158,0.00369337
1.66,0.651226,-1.37567,0.852,0.68866,-1.31724,0.856829,0.690223,-1.31622,0.845157,0.68878,-1.31744,0.856393,0.0693934,0.00482937,0.0710984,0.00684274,0.0692896,0.00439337
1.69,0.652413,-1.37383,0.8453,0.689054,-1.31679,0.856829,0.690623,-1.31577,0.845157,0.689174,-1.31699,0.856393,0.0677969,0.0115294,0.0695031,0.000142744,0.0676934,0.0110934
1.71,0.652747,-1.37319,0.8435,0.690543,-1.31507,0.856829,0.692135,-1.31407,0.845157,0.690664,-1.31527,0.856393,0.0693251,0.0133294,0.0710365,0.00165726,0.0692227,0.0128934
1.741,0.654513,-1.37055,0.8403,0.691505,-1.31396,0.856829,0.693113,-1.31297,0.845157,0.691627,-1.31416,0.856393,0.0676096,0.0165294,0.0693244,0.00485726,0.0675077,0.0160934
1.771,0.657697,-1.36775,0.8448,0.693824,-1.31128,0.856829,0.69547,-1.31031,0.845157,0.693947,-1.31148,0.856393,0.0670323,0.0120294,0.0687436,0.000357256,0.0669283,0.0115934
1.826,0.658232,-1.36743,0.8449,0.694167,-1.31223,0.837222,0.6973,-1.30897,0.842905,0.694244,-1.31239,0.83689,0.0658638,0.00767796,0.0703129,0.00199483,0.0657716,0.00800965
1.852,0.659819,-1.36582,0.8411,0.695108,-1.31119,0.837222,0.698236,-1.30792,0.842905,0.695186,-1.31135,0.83689,0.0650352,0.00387796,0.0694834,0.00180517,0.0649424,0.00420965
1.864,0.66015,-1.36527,0.8398,0.695243,-1.31104,0.837222,0.69837,-1.30777,0.842905,0.695321,-1.3112,0.83689,0.064597,0.00257796,0.0690461,0.00310517,0.0645044,0.00290965
1.883,0.661994,-1.36218,0.8356,0.697664,-1.30835,0.837222,0.700777,-1.30507,0.842905,0.697742,-1.30852,0.83689,0.0645755,0.00162204,0.0690383,0.00730517,0.0644844,0.00129035
1.933,0.662383,-1.36166,0.8359,0.699096,-1.30676,0.837222,0.702203,-1.30347,0.842905,0.699175,-1.30693,0.83689,0.0660431,0.00132204,0.0705148,0.00700517,0.0659526,0.000990352
1.964,0.664979,-1.35996,0.8407,0.700125,-1.30562,0.837222,0.703229,-1.30232,0.842905,0.700205,-1.30579,0.83689,0.0647164,0.00347796,0.069182,0.00220517,0.0646235,0.00380965
1.994,0.665544,-1.35973,0.8425,0.702049,-1.30349,0.837222,0.705145,-1.30017,0.842905,0.702129,-1.30365,0.83689,0.0670486,0.00527796,0.0715255,0.000405167,0.0669557,0.00560965
2.025,0.667602,-1.3576,0.8436,0.702541,-1.30294,0.837222,0.705636,-1.29962,0.842905,0.702621,-1.30311,0.83689,0.0648667,0.00637796,0.0693417,0.000694833,0.0647728,0.00670965
2.062,0.669273,-1.35406,0.8336,0.703618,-1.30179,0.833601,0.70718,-1.298,0.841648,0.703698,-1.30195,0.833575,0.0625422,1.06447e-06,0.0676677,0.00804792,0.0624533,2.46935e-05
2.083,0.669694,-1.35362,0.833,0.703933,-1.30144,0.833601,0.707493,-1.29765,0.841648,0.704013,-1.3016,0.833575,0.0624123,0.000601064,0.067538,0.00864792,0.0623232,0.000575306
2.106,0.672415,-1.35256,0.8394,0.706272,-1.29886,0.833601,0.709814,-1.29505,0.841648,0.706353,-1.29902,0.833575,0.0634789,0.00579894,0.0685963,0.00224792,0.0633871,0.00582469
2.156,0.675176,-1.34921,0.8397,0.709913,-1.29485,0.833601,0.71343,-1.29101,0.841648,0.709994,-1.29501,0.833575,0.064511,0.00609894,0.069652,0.00194792,0.0644203,0.00612469
2.237,0.677441,-1.34593,0.8312,0.711972,-1.29259,0.833601,0.715483,-1.28871,0.841648,0.712053,-1.29275,0.833575,0.0635419,0.00240106,0.06871,0.0104479,0.0634523,0.00237531
2.301,0.680666,-1.34425,0.8375,0.713596,-1.29117,0.833862,0.718129,-1.28594,0.839371,0.713679,-1.29136,0.833601,0.0624663,0.00363824,0.0693076,0.00187144,0.0623518,0.00389908
2.338,0.682719,-1.34116,0.836,0.715396,-1.28919,0.833862,0.719919,-1.28395,0.839371,0.715479,-1.28937,0.833601,0.0613962,0.00213824,0.0682479,0.00337144,0.0612826,0.00239908
2.379,0.683127,-1.34036,0.8347,0.717149,-1.28725,0.833862,0.721665,-1.282,0.839371,0.717233,-1.28744,0.833601,0.0630685,0.000838239,0.069934,0.00467144,0.0629563,0.00109908
2.43,0.685569,-1.33739,0.8311,0.719619,-1.28453,0.833862,0.724126,-1.27926,0.839371,0.719704,-1.28472,0.833601,0.0628764,0.00276176,0.069756,0.00827144,0.0627646,0.00250092
2.47,0.687231,-1.33664,0.8345,0.720247,-1.28384,0.833862,0.724752,-1.27856,0.839371,0.720333,-1.28403,0.833601,0.0622729,0.000638239,0.0691446,0.00487144,0.0621587,0.000899082
2.48,0.687562,-1.33649,0.8351,0.72092,-1.2831,0.833862,0.725424,-1.27781,0.839371,0.721006,-1.28329,0.833601,0.062956,0.00123824,0.0698317,0.00427144,0.0628418,0.00149908
2.501,0.689451,-1.33417,0.8358,0.72276,-1.28107,0.833862,0.727259,-1.27577,0.839371,0.722846,-1.28126,0.833601,0.0626783,0.00193824,0.0695679,0.00357144,0.0625643,0.00219908
2.541,0.689919,-1.33337,0.8349,0.723701,-1.28003,0.833862,0.728198,-1.27472,0.839371,0.723787,-1.28022,0.833601,0.0631383,0.00103824,0.070039,0.00447144,0.063025,0.00129908
2.561,0.692637,-1.32967,0.8307,0.725359,-1.27821,0.833862,0.729854,-1.27288,0.839371,0.725446,-1.2784,0.833601,0.0609836,0.00316176,0.0678994,0.00867144,0.0608706,0.00290092
2.602,0.693204,-1.32916,0.8309,0.72724,-1.27613,0.833862,0.731734,-1.27078,0.839371,0.727328,-1.27632,0.833601,0.0630076,0.00296176,0.0699441,0.00847144,0.0628954,0.00270092
2.642,0.696016,-1.32729,0.8354,0.729164,-1.27401,0.833862,0.733658,-1.26864,0.839371,0.729252,-1.2742,0.833601,0.0627479,0.00153824,0.0696926,0.00397144,0.0626332,0.00179908
2.693,0.698597,-1.32411,0.8369,0.730505,-1.27254,0.833862,0.735001,-1.26714,0.839371,0.730594,-1.27273,0.833601,0.0606492,0.00303824,0.0676078,0.00247144,0.0605341,0.00329908
2.723,0.698941,-1.32338,0.8356,0.732248,-1.27061,0.833862,0.736746,-1.2652,0.839371,0.732338,-1.27081,0.833601,0.0624016,0.00173824,0.0693891,0.00377144,0.0622881,0.00199908
2.776,0.7006,-1.32103,0.8313,0.734007,-1.26853,0.840409,0.73859,-1.26313,0.839613,0.734091,-1.26872,0.840594,0.0622229,0.00910909,0.0692521,0.00831297,0.0621127,0.00929413
2.804,0.703905,-1.31942,0.8382,0.735526,-1.26684,0.840409,0.740111,-1.26143,0.839613,0.735609,-1.26702,0.840594,0.0613555,0.00220909,0.0683618,0.00141297,0.0612412,0.00239413
2.825,0.704468,-1.31899,0.8399,0.737223,-1.26494,0.840409,0.741811,-1.25953,0.839613,0.737306,-1.26513,0.840594,0.0631956,0.000509093,0.0702068,0.000287031,0.063082,0.000694132
2.865,0.706668,-1.31539,0.8379,0.739008,-1.26295,0.840409,0.743601,-1.25754,0.839613,0.739091,-1.26313,0.840594,0.0616097,0.00250909,0.0686329,0.00171297,0.0614977,0.00269413
2.906,0.709176,-1.31226,0.834,0.741148,-1.26056,0.840409,0.745748,-1.25515,0.839613,0.741231,-1.26074,0.840594,0.0607894,0.00640909,0.0678217,0.00561297,0.0606779,0.00659413
2.944,0.709828,-1.3119,0.8352,0.741282,-1.26041,0.840409,0.745882,-1.255,0.839613,0.741364,-1.26059,0.840594,0.0603384,0.00520909,0.0673662,0.00441297,0.060226,0.00539413
3.058,0.71467,-1.30686,0.8374,0.745304,-1.25587,0.843769,0.749821,-1.25056,0.840312,0.745389,-1.25605,0.843875,0.059487,0.00636884,0.0663697,0.00291168,0.0593742,0.00647451
3.078,0.715035,-1.30624,0.8365,0.746061,-1.25502,0.843769,0.750581,-1.24971,0.840312,0.746145,-1.2552,0.843875,0.0598869,0.00726884,0.0667736,0.00381168,0.0597748,0.00737451
3.098,0.717113,-1.30415,0.8356,0.747128,-1.25382,0.843769,0.751654,-1.24851,0.840312,0.747213,-1.254,0.843875,0.0586046,0.00816884,0.0654853,0.00471168,0.0584914,0.00827451
3.139,0.717625,-1.30388,0.8364,0.74904,-1.25167,0.843769,0.753576,-1.24637,0.840312,0.749124,-1.25185,0.843875,0.0609329,0.00736884,0.0678204,0.00391168,0.0608205,0.00747451
3.19,0.720352,-1.30201,0.8406,0.75095,-1.24952,0.843769,0.755498,-1.24422,0.840312,0.751034,-1.2497,0.843875,0.0607566,0.00316884,0.0676343,0.00028832,0.0606421,0.00327451
3.21,0.722005,-1.29939,0.8384,0.751527,-1.24887,0.843769,0.756079,-1.24357,0.840312,0.751612,-1.24905,0.843875,0.0585173,0.00536884,0.0653985,0.00191168,0.058403,0.00547451
3.23,0.722364,-1.29868,0.8369,0.752504,-1.24777,0.843769,0.757063,-1.24248,0.840312,0.752588,-1.24795,0.843875,0.0591619,0.00686884,0.0660529,0.00341168,0.0590487,0.00697451
3.254,0.724405,-1.29593,0.8333,0.751644,-1.24986,0.835929,0.758528,-1.24144,0.839255,0.751659,-1.25012,0.835723,0.0535194,0.00262863,0.0642948,0.005955,0.0533093,0.00242334
3.281,0.724984,-1.2956,0.8339,0.753619,-1.24768,0.835929,0.760497,-1.23925,0.839255,0.753635,-1.24793,0.835723,0.0558222,0.00202863,0.0666064,0.005355,0.0556126,0.00182334
3.321,0.728306,-1.29375,0.8406,0.755234,-1.24589,0.835929,0.762109,-1.23745,0.839255,0.75525,-1.24614,0.835723,0.0549165,0.00467137,0.0656688,0.001345,0.0547032,0.00487666
3.362,0.730142,-1.29025,0.8351,0.757877,-1.24297,0.835929,0.764749,-1.23451,0.839255,0.757894,-1.24322,0.835723,0.0548195,0.000828627,0.0656106,0.004155,0.0546086,0.000623344
3.422,0.732957,-1.28751,0.8358,0.760649,-1.2399,0.835929,0.767524,-1.23142,0.839255,0.760667,-1.24015,0.835723,0.0550784,0.000128627,0.0658862,0.003455,0.054867,7.66555e-05
3.474,0.733527,-1.2873,0.8374,0.760783,-1.23975,0.835929,0.767658,-1.23127,0.839255,0.760801,-1.24001,0.835723,0.054805,0.00147137,0.0656054,0.001855,0.0545927,0.00167666
3.492,0.73663,-1.28473,0.8383,0.762881,-1.23736,0.842729,0.769743,-1.22893,0.839874,0.762895,-1.23761,0.842895,0.0541581,0.00442915,0.0648872,0.00157383,0.0539428,0.00459526
3.544,0.73828,-1.2814,0.8337,0.765685,-1.23421,0.842729,0.77256,-1.22578,0.839874,0.7657,-1.23447,0.842895,0.0545722,0.00902915,0.0653357,0.00617383,0.05436,0.00919526
3.604,0.740552,-1.27981,0.8353,0.768307,-1.23127,0.842729,0.775199,-1.22284,0.839874,0.768321,-1.23153,0.842895,0.055915,0.00742915,0.0666793,0.00457383,0.0557021,0.00759526
3.647,0.741191,-1.27943,0.8364,0.76844,-1.23112,0.842729,0.775333,-1.22269,0.839874,0.768454,-1.23138,0.842895,0.0554597,0.00632915,0.0662162,0.00347383,0.0552461,0.00649526
3.665,0.744679,-1.27637,0.8389,0.77088,-1.22839,0.842729,0.777793,-1.21995,0.839874,0.770893,-1.22864,0.842895,0.054673,0.00382915,0.0654238,0.000973834,0.0544579,0.00399526
3.726,0.745205,-1.27552,0.8382,0.772695,-1.22635,0.842729,0.779627,-1.2179,0.839874,0.772709,-1.2266,0.842895,0.05633,0.00452915,0.0671131,0.00167383,0.0561166,0.00469526
3.776,0.747244,-1.27147,0.8317,0.774864,-1.22392,0.842729,0.781819,-1.21546,0.839874,0.774877,-1.22417,0.842895,0.0549927,0.0110291,0.0658235,0.00817383,0.0547819,0.0111953
3.807,0.749105,-1.27086,0.8361,0.77566,-1.22302,0.842729,0.782624,-1.21456,0.839874,0.775673,-1.22327,0.842895,0.0547149,0.00662915,0.065524,0.00377383,0.0545017,0.00679526
3.817,0.749607,-1.27072,0.8377,0.777253,-1.22124,0.842729,0.784234,-1.21276,0.839874,0.777265,-1.22149,0.842895,0.0566797,0.00502915,0.06751,0.00217383,0.0564673,0.00519526
3.858,0.751806,-1.26882,0.8416,0.777694,-1.22074,0.842729,0.784681,-1.21227,0.839874,0.777707,-1.22099,0.842895,0.0546052,0.00112915,0.0654151,0.00172617,0.0543908,0.00129526
3.868,0.752236,-1.26804,0.8404,0.779462,-1.21876,0.842729,0.78647,-1.21027,0.839874,0.779475,-1.21901,0.842895,0.0563053,0.00232915,0.0671549,0.000526166,0.0560927,0.00249526
3.939,0.754016,-1.26425,0.8326,0.781581,-1.21638,0.842729,0.788617,-1.20788,0.839874,0.781594,-1.21663,0.842895,0.0552355,0.0101291,0.066144,0.00727383,0.0550259,0.0102953
3.969,0.756668,-1.26269,0.8377,0.780798,-1.21776,0.837279,0.79027,-1.20631,0.839142,0.780995,-1.21795,0.836977,0.050997,0.000420616,0.0656296,0.00144203,0.0509279,0.000722629
3.999,0.759891,-1.2597,0.8376,0.78286,-1.21547,0.837279,0.792329,-1.20402,0.839142,0.783058,-1.21566,0.836977,0.0498346,0.000320616,0.0644387,0.00154203,0.0497617,0.000622629
4.05,0.761631,-1.2561,0.8327,0.785144,-1.21294,0.837279,0.794612,-1.20148,0.839142,0.785343,-1.21313,0.836977,0.0491531,0.00457938,0.0638101,0.00644203,0.0490852,0.00427737
4.101,0.762006,-1.2557,0.8328,0.786218,-1.21175,0.837279,0.795686,-1.20028,0.839142,0.786417,-1.21193,0.836977,0.0501812,0.00447938,0.0648522,0.00634203,0.0501144,0.00417737
4.111,0.764246,-1.25443,0.8345,0.787917,-1.20986,0.837279,0.797387,-1.19839,0.839142,0.788117,-1.21005,0.836977,0.0504682,0.00277938,0.0651131,0.00464203,0.0503973,0.00247737
4.146,0.764859,-1.25413,0.8352,0.788364,-1.20937,0.837279,0.797835,-1.19789,0.839142,0.788564,-1.20955,0.836977,0.0505601,0.00207938,0.0651968,0.00394203,0.0504879,0.00177737
4.212,0.7679,-1.25116,0.837,0.792104,-1.20516,0.840475,0.801522,-1.19377,0.839474,0.792301,-1.20535,0.840561,0.0519816,0.00347454,0.0665172,0.00247435,0.0519026,0.00356144
4.273,0.771783,-1.24628,0.8339,0.794961,-1.20197,0.840475,0.804386,-1.19058,0.839474,0.795158,-1.20216,0.840561,0.0500084,0.00657454,0.0645449,0.00557435,0.049929,0.00666144
4.358,0.774895,-1.24393,0.8389,0.797277,-1.19924,0.83606,0.807242,-1.18752,0.824548,0.797472,-1.19945,0.836073,0.0499802,0.0028398,0.0650257,0.0143523,0.049885,0.00282662
4.374,0.776862,-1.24021,0.8321,0.800172,-1.19606,0.81616,0.810174,-1.18438,0.804648,0.800366,-1.19627,0.816173,0.0499205,0.0159398,0.065015,0.0274522,0.049831,0.0159266
4.425,0.777185,-1.23965,0.8307,0.80212,-1.19401,0.803026,0.812149,-1.18234,0.791514,0.802314,-1.19421,0.803039,0.0520121,0.0276738,0.067137,0.0391862,0.0519264,0.0276606
4.455,0.779128,-1.23837,0.8336,0.804692,-1.19136,0.785912,0.814756,-1.17972,0.7744,0.804886,-1.19156,0.785925,0.0535097,0.0476878,0.0686257,0.0592002,0.0534236,0.0476746
4.526,0.782735,-1.23568,0.8392,0.80706,-1.18833,0.82201,0.817422,-1.17821,0.765014,0.807262,-1.18853,0.822297,0.0532373,0.0171903,0.0671298,0.0741864,0.0531508,0.016903
4.557,0.784142,-1.23236,0.8253,0.808409,-1.18688,0.812856,0.818852,-1.17684,0.75586,0.80861,-1.18708,0.813143,0.0515458,0.0124443,0.0654743,0.0694404,0.0514637,0.012157
4.577,0.784336,-1.2318,0.8196,0.81066,-1.18452,0.797732,0.821237,-1.17461,0.740736,0.810861,-1.18472,0.798019,0.0541215,0.0218683,0.0680687,0.0788644,0.0540444,0.021581
4.638,0.786341,-1.23054,0.797,0.813685,-1.18145,0.784598,0.824438,-1.17172,0.727602,0.813885,-1.18165,0.784885,0.0561909,0.0124023,0.0700856,0.0693984,0.0561143,0.012115
4.759,0.790542,-1.22664,0.7514,0.816074,-1.17982,0.761257,0.829069,-1.16623,0.731233,0.816335,-1.17994,0.760912,0.0533303,0.00985669,0.0716491,0.0201669,0.053347,0.00951204
4.779,0.791211,-1.22632,0.7517,0.817819,-1.17815,0.761257,0.830864,-1.16462,0.731233,0.81808,-1.17828,0.760912,0.0550266,0.00955669,0.0733448,0.0204669,0.0550447,0.00921204
4.861,0.796499,-1.21995,0.7572,0.821015,-1.17511,0.761257,0.834156,-1.16167,0.731233,0.821277,-1.17524,0.760912,0.0511085,0.00405669,0.0693944,0.0259669,0.0511251,0.00371204
4.891,0.797166,-1.21964,0.7576,0.823046,-1.17317,0.761257,0.83625,-1.15979,0.731233,0.82331,-1.1733,0.760912,0.0531903,0.00365669,0.0714868,0.0263669,0.053209,0.00331204
4.942,0.8002,-1.21782,0.7554,0.825705,-1.17064,0.761257,0.838993,-1.15733,0.731233,0.825969,-1.17077,0.760912,0.0536319,0.00585669,0.0718636,0.0241669,0.0536466,0.00551204
4.992,0.801825,-1.21487,0.748,0.827955,-1.16827,0.751909,0.840947,-1.15594,0.735359,0.828233,-1.1684,0.751795,0.0534274,0.00390909,0.0707311,0.0126411,0.0534461,0.00379544
5.023,0.804027,-1.21353,0.7544,0.828493,-1.16776,0.751909,0.841494,-1.15545,0.735359,0.828771,-1.1679,0.751795,0.0518939,0.00249091,0.0691169,0.0190411,0.0519063,0.00260456
